gene_name,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pvals_adj_weighted,logfoldchanges_abs,significance,rank
ARHGAP31,-7.326814651,-1.52209425,0,0,0.3488372093,0,1.52209425,Downregulated,16.53163969
CTB-58E17.1,-7.331555843,-1.914322615,0,0,0.146179402,0,1.914322615,Downregulated,20.81869964
ARHGAP22,7.345778942,1.482572913,0,0,0.707641196,0,1.482572913,Upregulated,16.18988188
AHR,7.356841564,1.017727971,0,0,0.8305647841,0,1.017727971,Upregulated,11.14902854
SLC25A5,-7.365797043,-1.334325075,0,0,0.3820598007,0,1.334325075,Downregulated,14.65281703
HIST1H2AC,-7.37633276,-1.323738694,0,0,0.3255813953,0,1.323738694,Downregulated,14.58032948
CHCHD10,-7.385814667,-2.932812691,0,0,0.09634551495,0,2.932812691,Downregulated,32.39049368
RP11-283G6.4,-7.390555859,-5.418814182,0,0,0.01661129568,0,5.418814182,Downregulated,59.92332831
RIPK2,7.392663002,1.085583091,0,0,0.803986711,0,1.085583091,Upregulated,12.01088312
MMP9,-7.39529705,-1.564901471,0,0,0.5481727575,0,1.564901471,Downregulated,17.32552611
USF2,-7.422689915,-1.334292293,0,0,0.342192691,0,1.334292293,Downregulated,14.88690458
NFKBIZ,7.427167416,1.443818927,0,0,0.7109634551,0,1.443818927,Upregulated,16.12825364
TRPM2,7.439810276,2.416722775,0,0,0.5049833887,0,2.416722775,Upregulated,27.09335339
TRAF1,7.444551468,1.18140769,0,0,0.803986711,0,1.18140769,Upregulated,13.26138566
PLD3,-7.463515759,-1.751801372,0,0,0.2591362126,0,1.751801372,Downregulated,19.77122572
HLA-DRA,-7.474315166,-3.321544409,0,0,0.08970099668,0,3.321544409,Downregulated,37.6017165
ARHGAP15,-7.4953866,-1.544334412,0,0,0.4318936877,0,1.544334412,Downregulated,17.58829493
CREB5,-7.4953866,-1.89735198,0,0,0.2026578073,0,1.89735198,Downregulated,21.60878237
EVL,-7.510663033,-1.786705017,0,0,0.2225913621,0,1.786705017,Downregulated,20.43438645
ENG,-7.514877319,-2.133019686,0,0,0.1528239203,0,2.133019686,Downregulated,24.4221601
CTSA,7.533578396,1.943037987,0,0,0.5980066445,0,1.943037987,Upregulated,22.36513397
ARF5,-7.538056374,-1.960463524,0,0,0.1495016611,0,1.960463524,Downregulated,22.59231198
SLC12A6,-7.538319588,-1.306970835,0,0,0.4318936877,0,1.306970835,Downregulated,15.06148545
ABCD1,-7.543323994,-2.162960529,0,0,0.08970099668,0,2.162960529,Downregulated,24.95803129
NRIP3,-7.559127808,-1.791424394,0,0,0.3554817276,0,1.791424394,Downregulated,20.76294714
TBC1D12,7.560444832,1.700071454,0,0,0.6445182724,0,1.700071454,Upregulated,19.70932808
CCND3,-7.58177948,-1.708778143,0,0,0.219269103,0,1.708778143,Downregulated,19.92752498
CCDC88A,-7.585993767,-1.422262192,0,0,0.4418604651,0,1.422262192,Downregulated,16.60435156
TMEM123,-7.59626627,-1.173895121,0,0,0.6245847176,0,1.173895121,Downregulated,13.74196979
GNG11,7.602850914,3.656826258,0,0,0.438538206,0,3.656826258,Upregulated,42.88368118
C16orf70,-7.611279488,-1.622277498,0,0,0.2392026578,0,1.622277498,Downregulated,19.06817234
SLC44A1,-7.611806393,-1.330686808,0,0,0.5016611296,0,1.330686808,Downregulated,15.6413418
DOCK3,-7.630243778,-3.32595849,0,0,0.09634551495,0,3.32595849,Downregulated,39.29152592
ME1,-7.632350922,-4.859668255,0,0,0.01993355482,0,4.859668255,Downregulated,57.43785654
VAV3,-7.642623425,-1.594313622,0,0,0.292358804,0,1.594313622,Downregulated,18.89665118
SLC11A1,-7.644466877,-2.043928623,0,0,0.1661129568,0,2.043928623,Downregulated,24.23556651
SLC25A25,-7.662377834,-2.050770283,0,0,0.1295681063,0,2.050770283,Downregulated,24.43499414
DOCK10,-7.667119026,-1.365988612,0,0,0.511627907,0,1.365988612,Downregulated,16.29576987
HIP1,-7.68819046,-2.039550781,0,0,0.2159468439,0,2.039550781,Downregulated,24.47095874
PKIG,7.694248676,2.737998009,0,0,0.5049833887,0,2.737998009,Upregulated,32.90345627
GLIPR2,-7.701886654,-1.794212341,0,0,0.2026578073,0,1.794212341,Downregulated,21.60564517
SNAPC1,7.704784393,2.714776993,0,0,0.5315614618,0,2.714776993,Upregulated,32.71377198
PIP5K1C,-7.715583324,-1.85982573,0,0,0.1694352159,0,1.85982573,Downregulated,22.4770379
SPHK1,-7.726119041,-1.459852338,0,0,0.3089700997,0,1.459852338,Downregulated,17.69342238
ARL15,-7.754565716,-1.324679136,0,0,0.5647840532,0,1.324679136,Downregulated,16.17996987
MAPK13,-7.761677265,-2.724489689,0,0,0.073089701,0,2.724489689,Downregulated,33.33994337
MARCKS,7.762467384,1.115608454,0,0,0.8704318937,0,1.115608454,Upregulated,13.65322361
ARL6IP5,-7.784855843,-1.261783957,0,0,0.4916943522,0,1.261783957,Downregulated,15.53720711
ATP9B,-7.789333344,-1.137510538,0,0,0.6079734219,0,1.137510538,Downregulated,14.02275551
RP11-20G13.3,-7.808297634,-5.62127161,0,0,0.009966777409,0,5.62127161,Downregulated,69.65513735
DAB2,-7.82778883,-2.216929197,0,0,0.1727574751,0,2.216929197,Downregulated,27.61647003
SLC24A3,7.830422878,1.935083032,0,0,0.6146179402,0,1.935083032,Upregulated,24.12019043
KLHL6,-7.835427284,-2.205102444,0,0,0.146179402,0,2.205102444,Downregulated,27.52070996
LINC00936,7.855181694,2.235947132,0,0,0.5946843854,0,2.235947132,Upregulated,28.05515487
ZNRF2,-7.858342648,-1.203224182,0,0,0.634551495,0,1.203224182,Downregulated,15.10860118
