gene_name,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pvals_adj_weighted,logfoldchanges_abs,significance,rank
PKD2L2,2.768282413,1.159586072,0.005635258548,0.04995289186,0.1851851852,0.1437418249,1.159586072,Upregulated,1.509130961
RP11-403A21.3,2.772021532,1.738281012,0.005570934589,0.0494902895,0.1311311311,0.1424106646,1.738281012,Upregulated,2.269291105
TNFRSF18,2.773891211,1.439929724,0.005539021706,0.04930451372,0.1661661662,0.1418760859,1.439929724,Upregulated,1.882151322
SH3D19,2.787472725,1.089877725,0.005312093004,0.04750129481,0.2102102102,0.1366872376,1.089877725,Upregulated,1.442229255
RP11-498M5.2,2.80523324,1.219468594,0.005028017895,0.04558080429,0.1931931932,0.1311609347,1.219468594,Upregulated,1.635573247
TAZ,-2.806772947,-1.012862325,0.005004051077,0.0453837159,0.0970970971,0.1305938035,1.012862325,Downregulated,1.360375336
ZNRF1,2.837675095,1.750485659,0.004544340784,0.04186625391,0.1211211211,0.1204721391,1.750485659,Upregulated,2.412407123
TMEM80,-2.89420104,-1.23015821,0.003801247448,0.03594611919,0.07307307307,0.1034366696,1.23015821,Downregulated,1.776776538
RP11-557C18.3,2.909487247,1.189970851,0.003620222382,0.03450635527,0.2012012012,0.09929368032,1.189970851,Upregulated,1.739857465
AAMDC,2.927467585,1.093019366,0.003417345785,0.03277179956,0.2042042042,0.09430241369,1.093019366,Upregulated,1.622586932
C10orf128,-2.938410044,-1.461192727,0.003299004887,0.03177142732,0.04004004004,0.09142379493,1.461192727,Downregulated,2.188813042
RRP9,-2.94055438,-1.065616131,0.003276254615,0.03162702609,0.08608608609,0.0910082735,1.065616131,Downregulated,1.59836201
CRIPT,2.965847969,1.08559525,0.003018495567,0.02955863958,0.2162162162,0.08505639286,1.08559525,Upregulated,1.660217706
TFEC,-2.973931074,-1.276983142,0.002940111274,0.0288881873,0.0960960961,0.08312713448,1.276983142,Downregulated,1.965634239
RP11-1084J3.4,-2.980529308,-1.115119576,0.002877506108,0.02836875944,0.0970970971,0.08163245609,1.115119576,Downregulated,1.72526802
