gene_name,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pvals_adj_weighted,logfoldchanges_abs,significance,rank
ANXA1,-3.591450691,-1.382109761,0.0003288424996,0.04440027074,0.1744966443,0.286086551,1.382109761,Downregulated,1.86946154
DPP8,-3.595132589,-1.023278236,0.0003242264789,0.04406886301,0.3422818792,0.2839511745,1.023278236,Downregulated,1.387430374
NDUFV1,-3.614068031,-1.954388857,0.0003014298047,0.04124530778,0.08724832215,0.2657580156,1.954388857,Downregulated,2.706096553
FAM102B,-3.617223978,-1.181177855,0.0002977795226,0.04102114126,0.288590604,0.264313632,1.181177855,Downregulated,1.638284543
GNAI2,-3.620379925,-1.001762748,0.000294170674,0.04079967144,0.3422818792,0.2628866241,1.001762748,Downregulated,1.391792396
ELK3,3.631951809,1.41123414,0.000281285735,0.03982537198,0.4295302013,0.2566088702,1.41123414,Upregulated,1.975502224
LINC00861,-3.649309397,-1.57399261,0.0002629462883,0.03856797789,0.1476510067,0.2485070381,1.57399261,Downregulated,2.22526846
PDCD6IP,-3.671926975,-1.159620404,0.0002407285677,0.03680703214,0.2617449664,0.2371606457,1.159620404,Downregulated,1.662975905
GRAP2,-3.669822931,-1.17146945,0.000242718546,0.03680703214,0.2751677852,0.2371606457,1.17146945,Downregulated,1.679968256
ST8SIA4,-3.686654568,-1.190259218,0.0002272214602,0.03563531639,0.2684563758,0.2296108692,1.190259218,Downregulated,1.723637442
NLRP1,-3.704538107,-1.140732527,0.0002117762143,0.03373198014,0.2953020134,0.2173470047,1.140732527,Downregulated,1.679110556
DUSP4,3.717161894,1.275259018,0.0002014733399,0.03286110762,0.4697986577,0.211735667,1.275259018,Upregulated,1.891614404
DYNLL1,-3.745039225,-1.096505761,0.0001803655381,0.02965558541,0.322147651,0.1910813607,1.096505761,Downregulated,1.675344023
IL18RAP,-3.74766922,-1.273616195,0.0001784854008,0.02958504351,0.2348993289,0.1906268344,1.273616195,Downregulated,1.947267191
C5orf56,-3.753981113,-1.023327231,0.0001740479863,0.02908598642,0.4093959732,0.1874112342,1.023327231,Downregulated,1.572154206
SIDT1,-3.769234896,-1.108695269,0.0001637488045,0.0275909969,0.3355704698,0.1777784912,1.108695269,Downregulated,1.728713815
MXRA7,3.78028059,1.080123901,0.000156651746,0.02667141687,0.4899328859,0.1718533139,1.080123901,Upregulated,1.700065241
ADARB2,-3.838665247,-1.599055886,0.0001237049291,0.02193127038,0.1476510067,0.1413108839,1.599055886,Downregulated,2.652731713
CLASP2,-3.898102045,-1.174880385,0.00009694958008,0.01825252091,0.3154362416,0.1176074079,1.174880385,Downregulated,2.042737675
GIMAP4,-3.898627996,-1.238147378,0.00009673926244,0.01825252091,0.255033557,0.1176074079,1.238147378,Downregulated,2.152738549
ITFG1,-3.93702507,-1.068960428,0.00008249795844,0.0158676262,0.3825503356,0.102240693,1.068960428,Downregulated,1.923581505
ZFP36L1,-3.972266436,-1.04084146,0.00007119203632,0.01409187608,0.4161073826,0.09079891086,1.04084146,Downregulated,1.926630001
ATP2B4,-3.974896431,-1.15107882,0.00007040991389,0.01407369926,0.3288590604,0.0906817912,1.15107882,Downregulated,2.131328028
CASP8,-3.981208324,-1.039069414,0.00006856585401,0.01396384268,0.4228187919,0.08997394664,1.039069414,Downregulated,1.927468623
RNPC3,-3.97910428,-1.600288987,0.00006917540272,0.01396384268,0.1543624161,0.08997394664,1.600288987,Downregulated,2.968528154
SLC30A9,-3.994357824,-1.426068187,0.00006486980435,0.01335924819,0.2013422819,0.08607833185,1.426068187,Downregulated,2.672762639
RN7SL1,4.025391102,1.820318937,0.00005688066044,0.01183349903,0.3959731544,0.07624739371,1.820318937,Upregulated,3.507548569
ATM,-4.052742481,-1.078789711,0.000050620672,0.01086372906,0.4362416107,0.06999882491,1.078789711,Downregulated,2.118765727
ESYT2,-4.065366268,-1.413999915,0.00004795706015,0.01040158024,0.2483221477,0.06702103761,1.413999915,Downregulated,2.803821388
GBP2,-4.122173309,-1.093536854,0.00003753148766,0.008408702972,0.3959731544,0.05418022889,1.093536854,Downregulated,2.269385307
KLHL20,-4.132166862,-1.27676928,0.0000359359231,0.008140684447,0.2818791946,0.05245329132,1.27676928,Downregulated,2.667603953
JOSD1,4.155836582,1.686550021,0.00003240996139,0.007595106814,0.4161073826,0.04893794287,1.686550021,Upregulated,3.57458562
PSMB9,-4.162148476,-1.120053887,0.00003152674655,0.007474038473,0.3691275168,0.04815785699,1.120053887,Downregulated,2.38173262
GLIPR2,-4.192655563,-1.411071062,0.00002757077794,0.006613094361,0.2281879195,0.04261049145,1.411071062,Downregulated,3.075563827
DOCK11,-4.203175545,-1.135386586,0.00002631964465,0.006465119458,0.355704698,0.04165703715,1.135386586,Downregulated,2.485842012
RABEP1,-4.221058846,-1.142156839,0.00002431572294,0.006120357522,0.355704698,0.0394356148,1.142156839,Downregulated,2.527848024
CD37,-4.31152916,-1.735839844,0.00001621294352,0.004292850552,0.1476510067,0.02766034504,1.735839844,Downregulated,4.109174213
DGKD,-4.392531395,-1.094485998,0.00001120384682,0.003129096287,0.4496644295,0.02016186724,1.094485998,Downregulated,2.741228915
ABLIM1,4.472481728,1.122946501,0.000007731704509,0.002352612473,0.5906040268,0.0151587091,1.122946501,Upregulated,2.951608286
CD48,-4.469325542,-1.306895375,0.000007846657258,0.002352612473,0.2818791946,0.0151587091,1.306895375,Downregulated,3.435108633
MTRNR2L2,4.499833107,2.9272089,0.000006800685616,0.002100793611,0.3355704698,0.01353615166,2.9272089,Upregulated,7.837943179
CXCL5,4.509300709,4.199949265,0.000006504162327,0.002040105562,0.3020134228,0.01314511723,4.199949265,Upregulated,11.29932242
KLRF1,-4.544542313,-1.294077516,0.000005505481,0.001781678518,0.3355704698,0.01147998095,1.294077516,Downregulated,3.557639933
TC2N,-4.549275875,-1.572753668,0.000005383080836,0.001770165356,0.2080536913,0.0114057976,1.572753668,Downregulated,4.328196332
CREM,4.698656559,1.94948554,0.000002618781524,0.000936696802,0.4362416107,0.006035466742,1.94948554,Upregulated,5.903823887
CCM2,-4.704968452,-1.015362382,0.000002539050082,0.0009243955906,0.5704697987,0.005956205713,1.015362382,Downregulated,3.080753785
CD52,-4.74178791,-2.039827585,0.000002118404229,0.0007852731893,0.1275167785,0.005059791181,2.039827585,Downregulated,6.333622285
SKAP1,-4.760197639,-1.36632061,0.000001934036776,0.0007397814592,0.3355704698,0.004766671973,1.36632061,Downregulated,4.277808494
CLIC3,4.799120426,1.199853659,0.00000159363825,0.0006248287817,0.6040268456,0.004025991466,1.199853659,Upregulated,3.844617856
PPP3CC,-4.882752895,-1.151376963,0.000001046149952,0.0004352837802,0.5167785235,0.002804686397,1.151376963,Downregulated,3.870039928
PIK3CD,-4.932721615,-1.165489197,0.0000008109165162,0.0003444367903,0.4832214765,0.002219327308,1.165489197,Downregulated,4.035961428
SYTL3,5.062641144,1.356455207,0.000000413488234,0.0001873377359,0.6375838926,0.001207082881,1.356455207,Upregulated,5.056016864
RAP1A,-5.117869854,-1.057775378,0.0000003090059188,0.0001465119226,0.5771812081,0.0009440278161,1.057775378,Downregulated,4.055645172
ARHGEF3,-5.135227203,-1.067185163,0.0000002818031553,0.0001367953031,0.610738255,0.000881420221,1.067185163,Downregulated,4.123527503
FLI1,-5.174676418,-1.203236699,0.0000002283062056,0.0001135294371,0.4966442953,0.0007315100684,1.203236699,Downregulated,4.746638245
DENND4A,-5.177306652,-1.441610694,0.0000002251122981,0.0001135294371,0.3355704698,0.0007315100684,1.441610694,Downregulated,5.686997795
SLA2,5.287764072,1.286377668,0.0000001238205434,0.00006822846592,0.6241610738,0.000439619988,1.286377668,Upregulated,5.35909361
SYNE2,-5.340363026,-1.098788738,0.00000009276069253,0.00005562367645,0.6241610738,0.000358402899,1.098788738,Downregulated,4.675060737
PIK3R5,-5.407689571,-1.576798916,0.00000006384298821,0.00004198809173,0.3020134228,0.0002705440337,1.576798916,Downregulated,6.901449962
CCL4,-5.430832863,-1.528108597,0.00000005609161416,0.00003811986099,0.322147651,0.0002456196634,1.528108597,Downregulated,6.752480674
CASK,-5.49868536,-1.684252381,0.00000003826328465,0.00002786113741,0.2684563758,0.0001795191015,1.684252381,Downregulated,7.671771547
IGF2R,-5.506575108,-1.54478848,0.00000003658814102,0.00002762811182,0.3154362416,0.0001780176357,1.54478848,Downregulated,7.042148142
IFNAR2,-5.547076702,-1.742682219,0.00000002904857138,0.00002277854897,0.2416107383,0.0001467701976,1.742682219,Downregulated,8.090356793
CCL5,-5.621241093,-1.174773693,0.00000001895907099,0.00001546150157,0.6174496644,0.0000996238893,1.174773693,Downregulated,5.651540583
SYTL2,-5.685411453,-1.203323603,0.00000001304980574,0.00001163922601,0.6040268456,0.00007499562437,1.203323603,Downregulated,5.937289986
KLF12,-5.738010406,-1.50942421,0.000000009579525886,0.000009300351131,0.3825503356,0.00005992543139,1.50942421,Downregulated,7.594668899
FGFBP2,-5.783771515,-1.262121916,0.000000007304420114,0.000007446125864,0.5503355705,0.00004797800624,1.262121916,Downregulated,6.472249062
LCP2,-5.806388855,-1.227487087,0.000000006383460189,0.000006849788755,0.5167785235,0.00004413559663,1.227487087,Downregulated,6.339139578
GAB3,-5.951561928,-1.986899972,0.000000002655957664,0.000003008314714,0.1946308725,0.00001938362912,1.986899972,Downregulated,10.97101934
TRAF3IP3,-6.032038212,-1.637599826,0.000000001619046705,0.000001941713189,0.3355704698,0.00001251114059,1.637599826,Downregulated,9.353667117
TXK,-6.226127625,-1.501783967,0.0000000004781039976,0.0000006092240189,0.4362416107,0.000003925444495,1.501783967,Downregulated,9.333922227
AC016831.7,6.330273628,1.359748125,0.0000000002447268669,0.0000003326327574,0.677852349,0.000002143269776,1.359748125,Upregulated,8.808495924
GZMA,-6.387080193,-2.425712824,0.0000000001690827845,0.0000002651738316,0.1543624161,0.000001708608205,2.425712824,Downregulated,15.952626
MYO1F,-6.900445461,-1.248660088,0,0.000000009608266961,0.6644295302,0.00000006190944132,1.248660088,Downregulated,10.01095112
7SK.2,7.151867867,3.048482895,0,0.000000001745313437,0.5436241611,0.00000001124566795,3.048482895,Upregulated,26.69899903
FYB,-7.332808018,-1.982011795,0,0.0000000005105602218,0.3288590604,0.00000000328971897,1.982011795,Downregulated,18.41676049
MT-ATP8,7.672070503,2.042356968,0,0,0.6845637584,0.0000000003176110731,2.042356968,Upregulated,21.0510148
PYHIN1,-7.757806778,-1.053159118,0,0,0.8255033557,0.0000000001891918219,1.053159118,Downregulated,11.09209243
TNFAIP3,8.66355896,1.064291,0,0,0.9463087248,0,1.064291,Upregulated,14.37600104
IL8,10.32357979,3.291867018,0,0,0.744966443,0,3.291867018,Upregulated,66.66122056
MTRNR2L12,10.49399948,1.778650522,0,0,0.8926174497,0,1.778650522,Upregulated,36.86540336
