gene_name,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pvals_adj_weighted,logfoldchanges_abs,significance,rank
LPAR5,-2.818696737,-1.101543784,0.00482190513,0.04878858649,0.04787592717,0.09964433616,1.101543784,Downregulated,1.444874894
CTD-2017C7.2,2.870061636,1.358152866,0.004103917827,0.04262388011,0.1267700607,0.08705372596,1.358152866,Upregulated,1.861140731
SMARCD3,-2.914471626,-1.665177822,0.003562911353,0.03783366493,0.024275118,0.07727033509,1.665177822,Downregulated,2.368085327
RP5-884C9.2,-2.956125021,-1.313968539,0.003115307529,0.03374861312,0.04113283884,0.0689271486,1.313968539,Downregulated,1.933825405
C4orf19,2.965229511,1.156622171,0.003024570885,0.03290552358,0.1422791639,0.06720524797,1.156622171,Upregulated,1.714959774
MT1E,-2.998006105,-1.18580246,0.002717522866,0.03019338212,0.04517869184,0.06166605212,1.18580246,Downregulated,1.80252437
SCPEP1,-3.020489216,-1.03369987,0.002523666642,0.02830171369,0.05394470668,0.05780256564,1.03369987,Downregulated,1.600360977
RP11-557C18.3,3.02086854,1.120211124,0.002520507074,0.02830074019,0.149696561,0.05780057738,1.120211124,Upregulated,1.734313334
ARHGEF28,-3.020666361,-1.041083455,0.002522191726,0.02830074019,0.05731625084,0.05780057738,1.041083455,Downregulated,1.611807701
UBE2Q1,3.033159733,1.058563709,0.002420074346,0.02738783741,0.1598111935,0.0559360923,1.058563709,Upregulated,1.653944673
RP4-613B23.1,3.052228689,1.003066659,0.002271489099,0.02603210779,0.1706001349,0.05316719105,1.003066659,Upregulated,1.589349759
RP11-815J21.4,3.090670347,1.076962471,0.001997052756,0.02337308357,0.1638570465,0.04773648028,1.076962471,Upregulated,1.756831635
WDR35,-3.119754314,-1.08945334,0.001810019628,0.02155011955,0.06136210384,0.04401331359,1.08945334,Downregulated,1.815628808
AMICA1,-3.139733791,-1.199286461,0.001691014566,0.02036936466,0.05596763318,0.04160177544,1.199286461,Downregulated,2.02802041
SNORD3A,3.149445295,1.725444674,0.00163580747,0.01980453842,0.113283884,0.04044819138,1.725444674,Upregulated,2.938838235
RGS1,3.181741238,1.268620372,0.001463925811,0.01816586697,0.145650708,0.03710141829,1.268620372,Upregulated,2.208343136
ABCA1,-3.198205233,-1.281327367,0.001382858137,0.01730737366,0.04180714767,0.03534805747,1.281327367,Downregulated,2.257402616
TMEM63A,-3.207663774,-1.036723852,0.001338177915,0.01683082747,0.06001348618,0.03437477391,1.036723852,Downregulated,1.839038773
ABCD2,-3.209029675,-1.177684307,0.001331837932,0.01676142701,0.05057316251,0.03423303252,1.177684307,Downregulated,2.091201081
RP11-191G24.1,-3.219651461,-1.728851318,0.001283464946,0.01629345163,0.03169251517,0.03327725373,1.728851318,Downregulated,3.091163517
RP11-473M20.7,-3.251517534,-1.33559525,0.001147906962,0.01474702403,0.04450438301,0.03011887667,1.33559525,Downregulated,2.445869721
TRAT1,-3.293095112,-1.485391378,0.0009909097505,0.01302557575,0.04248145651,0.02660304268,1.485391378,Downregulated,2.800264388
RMRP,3.319574118,2.043284178,0.0009015486279,0.01202143455,0.1065407957,0.02455221501,2.043284178,Upregulated,3.92319492
AF131217.1,-3.348025799,-1.122374296,0.0008138940601,0.01100376134,0.06203641268,0.02247374996,1.122374296,Downregulated,2.19812386
TMEM116,-3.397443533,-1.014198065,0.0006801864748,0.009459510129,0.06405933918,0.01931981791,1.014198065,Downregulated,2.052870102
U91328.21,3.398505688,1.415948629,0.0006775506657,0.009435726074,0.145650708,0.01927124208,1.415948629,Upregulated,2.867614103
EPHA1-AS1,-3.462794065,-1.282431006,0.0005345975838,0.007670215017,0.05327039784,0.01566541559,1.282431006,Downregulated,2.712588397
ZNF169,-3.507937431,-1.162216187,0.0004515952622,0.006585925755,0.05664194201,0.01345089594,1.162216187,Downregulated,2.535238829
SYNJ2BP,-3.510238886,-1.078222275,0.0004477043338,0.006552617342,0.06675657451,0.01338286784,1.078222275,Downregulated,2.354390194
F8A1,-3.513122082,-1.311253548,0.0004428741317,0.006495912085,0.04652730951,0.01326705473,1.311253548,Downregulated,2.868183378
SYNC,3.530319452,1.105221868,0.0004150581574,0.006163296222,0.1807147674,0.01258773014,1.105221868,Upregulated,2.442746958
CC2D1A,-3.569620848,-1.494994879,0.0003574982893,0.005403542457,0.04113283884,0.01103603199,1.494994879,Downregulated,3.389633929
HIST1H1E,3.571037054,1.202846885,0.0003555705195,0.0053818647,0.1732973702,0.01099175799,1.202846885,Upregulated,2.729340442
XAF1,-3.577941418,-1.280768275,0.0003463110748,0.005280920115,0.05259608901,0.01078559182,1.280768275,Downregulated,2.916681301
PRR4,-3.583783388,-1.070268154,0.0003386528348,0.005183524022,0.07282535401,0.01058667297,1.070268154,Downregulated,2.445963959
ERCC8,-3.588335752,-1.00528872,0.0003327955226,0.005101530161,0.07889413351,0.01041921119,1.00528872,Downregulated,2.304422872
RP11-403A21.3,3.626473665,1.371180296,0.0002873179889,0.004502566608,0.1571139582,0.009195906111,1.371180296,Upregulated,3.217529211
RPGR,-3.637247562,-1.029089332,0.00027556711,0.004362004844,0.07282535401,0.008908827007,1.029089332,Downregulated,2.428973809
RP11-452H21.1,3.665572882,1.516044736,0.0002467855843,0.003958666006,0.1517194875,0.008085059941,1.516044736,Upregulated,3.642223401
CTC-559E9.4,-3.791721582,-1.023471832,0.0001496065806,0.002589286049,0.07956844235,0.005288279658,1.023471832,Downregulated,2.647537373
RP3-508I15.14,3.896424055,1.116880774,0.00009762340045,0.001793104404,0.194200944,0.003662182302,1.116880774,Upregulated,3.06739513
CEBPB,4.056917191,1.024954557,0.00004972468691,0.0009948841185,0.2258934592,0.002031921289,1.024954557,Upregulated,3.07714676
LRIG1,4.078667164,1.256598949,0.00004529465024,0.0009231470172,0.1908293999,0.001885407599,1.256598949,Upregulated,3.813437436
CROCC,4.094397545,1.015062094,0.00004232672219,0.00087429686,0.2339851652,0.001785637512,1.015062094,Upregulated,3.104406101
RP11-544A12.4,4.159394264,1.077540636,0.00003190928191,0.0006898901797,0.2198246797,0.001409010876,1.077540636,Upregulated,3.406343049
TBC1D32,-4.209241867,-1.222916484,0.00002562292295,0.0005659806643,0.07282535401,0.001155941822,1.222916484,Downregulated,3.971052456
RP11-493L12.4,-4.215867519,-1.346789241,0.00002488195496,0.000553040802,0.06338503034,0.001129513838,1.346789241,Downregulated,4.386819593
LINC01138,-4.228841782,-1.20763278,0.00002348974886,0.0005251195173,0.07080242751,0.001072488249,1.20763278,Downregulated,3.960723756
DDIT4,4.425348759,1.652968645,0.000009628668248,0.0002376625766,0.1652056642,0.0004853948715,1.652968645,Upregulated,5.990423164
ARF5,-4.558325768,-1.013527751,0.000005156301621,0.000137062161,0.08698583951,0.0002799316197,1.013527751,Downregulated,3.915341242
HCG17,-4.589534283,-1.082912445,0.00000444236255,0.0001210840744,0.09305461902,0.0002472984582,1.082912445,Downregulated,4.241673805
INPP4B,-4.612573624,-1.255342722,0.000003977133,0.0001107729339,0.07956844235,0.000226239296,1.255342722,Downregulated,4.965591418
C10orf54,-4.622108459,-1.168006659,0.000003798596349,0.0001065278987,0.07754551585,0.0002175693643,1.168006659,Downregulated,4.639949246
RNF144A,-4.751544952,-1.181301951,0.000002018684049,0.00005990819563,0.08833445718,0.0001223546902,1.181301951,Downregulated,4.988063745
CCDC14,-4.780173779,-1.019193053,0.000001751438877,0.00005297972674,0.1126095752,0.0001082041945,1.019193053,Downregulated,4.357957676
PFKFB3,4.79615736,1.207422376,0.000001617383934,0.00004973638558,0.2299393122,0.0001015800924,1.207422376,Upregulated,5.195931835
NCS1,4.813809872,2.230391026,0.000001480796722,0.00004602207862,0.1463250169,0.000093994104,2.230391026,Upregulated,9.673281198
VAC14,-5.092283249,-1.041457295,0.0000003537773764,0.00001245736296,0.1038435604,0.00002544254202,1.041457295,Downregulated,5.10790425
BBC3,-5.094786644,-1.371450424,0.0000003491338779,0.00001231512371,0.06877950101,0.00002515203688,1.371450424,Downregulated,6.733219819
PSTPIP2,-5.125337601,-1.729390144,0.0000002970049272,0.00001064206759,0.05259608901,0.00002173503756,1.729390144,Downregulated,8.600212202
PRSS23,-5.161047935,-1.120490551,0.0000002455714454,0.000009007308887,0.1072151045,0.00001839625575,1.120490551,Downregulated,5.653328565
SH2D3C,-5.169317722,-1.040756702,0.0000002349500806,0.00000867783015,0.1159811194,0.00001772333832,1.040756702,Downregulated,5.267882525
GZMK,-5.201461792,-1.680535197,0.0000001977269522,0.000007410399085,0.06001348618,0.00001513477538,1.680535197,Downregulated,8.621411763
