gene_name,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pvals_adj_weighted,logfoldchanges_abs,significance,rank
CD52,-3.817829132,-1.689373493,0.0001346311642,0.04652305382,0.1636363636,0.2743748845,1.689373493,Downregulated,2.250806003
PCID2,-3.843782902,-1.782284856,0.0001211521375,0.04410803176,0.1454545455,0.2601320233,1.782284856,Downregulated,2.415855614
ELK3,3.898286343,1.403773904,0.00009687582078,0.03591098608,0.4909090909,0.2117890346,1.403773904,Upregulated,2.02813417
CUL4A,-3.913209915,-1.117152691,0.00009107730842,0.03438674378,0.3727272727,0.2027996462,1.117152691,Downregulated,1.635074674
CLIC3,3.937866211,1.111742973,0.00008220942769,0.0316242606,0.6454545455,0.1865075944,1.111742973,Upregulated,1.667591802
AES,-3.981338978,-1.039132833,0.00006852811606,0.02851329041,0.4909090909,0.1681603016,1.039132833,Downregulated,1.605411038
LINC00861,-4.054010391,-2.203376055,0.00005034702609,0.02268919144,0.1090909091,0.1338120302,2.203376055,Downregulated,3.622749002
AHI1,4.050117016,1.062694073,0.00005119201522,0.02268919144,0.6727272727,0.1338120302,1.062694073,Upregulated,1.747261382
PPDPF,-4.074124336,-1.283774495,0.0000461877702,0.02140173316,0.3181818182,0.1262191017,1.283774495,Downregulated,2.143327063
GZMA,-4.127978802,-1.447480202,0.00003659655506,0.01796655404,0.2727272727,0.1059597508,1.447480202,Downregulated,2.526627661
TXK,-4.179886818,-1.091890931,0.00002916540805,0.01596352558,0.5181818182,0.09414666766,1.091890931,Downregulated,1.961987354
GAB3,-4.175344944,-1.403464794,0.00002975348106,0.01596352558,0.2818181818,0.09414666766,1.403464794,Downregulated,2.521845451
IGF2R,-4.225306511,-1.238990307,0.00002386159174,0.01355260677,0.3727272727,0.07992800583,1.238990307,Downregulated,2.314405598
FYB,-4.224657536,-1.101953506,0.00002393044162,0.01355260677,0.4818181818,0.07992800583,1.101953506,Downregulated,2.058423984
TC2N,-4.231794834,-1.641263366,0.00002318338045,0.01355260677,0.2,0.07992800583,1.641263366,Downregulated,3.065842485
CCDC88C,-4.308359146,-1.077361822,0.00001644702148,0.01016126891,0.4727272727,0.0599272136,1.077361822,Downregulated,2.147238194
ATP2B4,-4.358969212,-1.359377027,0.00001306764282,0.00859429361,0.3454545455,0.05068580248,1.359377027,Downregulated,2.808187214
CD74,-4.379732609,-1.219697118,0.00001188250837,0.008353813127,0.4090909091,0.04926754208,1.219697118,Downregulated,2.534671174
CASK,-4.445266247,-1.426653981,0.000008778307224,0.006391861703,0.3181818182,0.03769671534,1.426653981,Downregulated,3.130610449
PPP3CC,-4.468625069,-1.058579564,0.000007872406027,0.005944541262,0.5545454545,0.03505859328,1.058579564,Downregulated,2.356272831
ZDHHC14,4.539998055,1.445181131,0.000005625469123,0.004587682579,0.6090909091,0.02705636828,1.445181131,Upregulated,3.379421151
KLRF1,-4.581524849,-1.292092085,0.000004615982544,0.003921277171,0.3727272727,0.02312616827,1.292092085,Downregulated,3.109513226
ABLIM1,4.926063538,1.269000769,0.0000008390270938,0.0007775492904,0.6636363636,0.004585683424,1.269000769,Upregulated,3.945668648
CAMK1D,4.945528984,1.01327455,0.0000007593734398,0.0007741052845,0.7818181818,0.004565372017,1.01327455,Upregulated,3.152499749
SYTL3,4.987055302,1.414364457,0.0000006130648881,0.0006578508915,0.6454545455,0.003879748803,1.414364457,Upregulated,4.500327417
IL8,4.987704277,1.998655319,0.0000006110100728,0.0006578508915,0.5181818182,0.003879748803,1.998655319,Upregulated,6.359466462
TRAF3IP3,-5.034421444,-1.396955132,0.000000479294282,0.0005748148131,0.3909090909,0.003390034295,1.396955132,Downregulated,4.52679406
DOCK5,5.075298786,1.380987883,0.0000003868873364,0.0004929911884,0.7090909091,0.002907470367,1.380987883,Upregulated,4.56714905
SIPA1L1,5.104496956,1.371663094,0.0000003316753256,0.0004508131025,0.7,0.002658720414,1.371663094,Upregulated,4.589589471
CCL4,-5.403616428,-1.637268662,0.00000006531045631,0.00009511068452,0.3090909091,0.0005609258408,1.637268662,Downregulated,6.584719123
NPC1,-5.449685097,-1.116333842,0.00000005045913216,0.00007913544512,0.6454545455,0.0004667100896,1.116333842,Downregulated,4.578787206
DDIT4,5.609302044,2.730120897,0.00000002031444469,0.00003923605814,0.4818181818,0.000231399017,2.730120897,Upregulated,12.02977165
CREM,5.602164268,2.311113834,0.00000002116915046,0.00003923605814,0.5272727273,0.000231399017,2.311113834,Upregulated,10.1834947
SYTL2,-5.654072285,-1.29481566,0.00000001566901191,0.00003549553498,0.5909090909,0.0002093388656,1.29481566,Downregulated,5.761704742
FGFBP2,-5.774109364,-1.439501643,0.000000007736109241,0.0000197154744,0.5181818182,0.0001162742032,1.439501643,Downregulated,6.773132721
JUND,6.171854019,1.165418267,0.0000000006749374827,0.000001965803628,0.8181818182,0.00001159354555,1.165418267,Upregulated,6.650412571
MT-ATP8,6.243876457,1.736106753,0.0000000004268572971,0.000001450461096,0.6818181818,0.000008554255642,1.736106753,Upregulated,10.13624872
PYHIN1,-7.992525101,-1.104456782,0,0,0.8363636364,0.0000000001589609539,1.104456782,Downregulated,11.6734297
